Label,Id
Synths1INCH,0x0E8Fa2339314AB7E164818F26207897bBe29C3af
SynthsAAPL,0x815CeF3b7773f35428B4353073B086ecB658f73C
SynthsAAVE,0xaB38249f4f56Ef868F6b5E01D9cFa26B952c1270
SynthsADA,0xC22e51FA362654ea453B4018B616ef6f6ab3b779
SynthsAMZN,0x9530FA32a3059114AC20A5812870Da12D97d1174
SynthsAUD,0x37B648a07476F4941D3D647f81118AFd55fa8a04
SynthsBNB,0xda3c83750b1FA31Fda838136ef3f853b41cb7a5a
SynthsBTC,0xDB91E4B3b6E19bF22E810C43273eae48C9037e74
SynthsCEX,0x2acfe6265D358d982cB1c3B521199973CD443C71
SynthsCHF,0xcf9bB94b5d65589039607BA66e3DAC686d3eFf01
SynthsCOIN,0x249612F641111022f2f48769f3Df5D85cb3E26a2
SynthsCOMP,0x34c76BC146b759E58886e821D62548AC1e0BA7Bc
SynthsCRV,0x13D0F5B8630520eA04f694F17A001fb95eaFD30E
SynthsDASH,0xcb6Cb218D558ae7fF6415f95BDA6616FCFF669Cb
SynthsDEFI,0x46A7Af405093B27DA6DeF193C508Bd9240A255FA
SynthsDOT,0xfD0435A588BF5c5a6974BA19Fa627b772833d4eb
SynthsEOS,0xAf090d6E583C082f2011908cf95c2518BE7A53ac
SynthsETC,0x21ee4afBd6c151fD9A69c1389598170B1d45E0e3
SynthsETH,0xab4e760fEEe20C5c2509061b995e06b542D3112B
SynthsEUR,0xC61b352fCc311Ae6B0301459A970150005e74b3E
SynthsFB,0xb0e0BA880775B7F2ba813b3800b3979d719F0379
SynthsFTSE,0x3E2dA260B4A85782A629320EB027A3B7c28eA9f1
SynthsGBP,0xEF285D339c91aDf1dD7DE0aEAa6250805FD68258
SynthsGOOG,0x8e082925e78538955bC0e2F363FC5d1Ab3be739b
SynthsJPY,0x388fD1A8a7d36e03eFA1ab100a1c5159a3A3d427
SynthsKRW,0xCeC4e038371d32212C6Dcdf36Fdbcb6F8a34C6d8
SynthsLINK,0xcd980Fc5CcdAe62B18A52b83eC64200121A929db
SynthsLTC,0xA962208CDC8588F9238fae169d0F63306c353F4F
SynthsMSFT,0x04720DbBD4599aD26811545595d97fB813E84964
SynthsNFLX,0x399BA516a6d68d6Ad4D5f3999902D0DeAcaACDdd
SynthsNIKKEI,0xc02DD182Ce029E6d7f78F37492DFd39E4FEB1f8b
SynthsOIL,0x2962EA4E749e54b10CFA557770D597027BA67cB3
SynthsREN,0x4287dac1cC7434991119Eba7413189A66fFE65cF
SynthsRUNE,0xe615Df79AC987193561f37E77465bEC2aEfe9aDb
SynthsTRX,0x47bD14817d7684082E04934878EE2Dd3576Ae19d
SynthsTSLA,0x0d1c4e5C07B071aa4E6A14A604D4F6478cAAC7B4
SynthsUNI,0xAa1b12E3e5F70aBCcd1714F4260A74ca21e7B17b
SynthsUSD,0x4D8dBD193d89b7B506BE5dC9Db75B91dA00D6a1d
SynthsXAG,0x9745606DA6e162866DAD7bF80f2AbF145EDD7571
SynthsXAU,0x5eDf7dd83fE2889D264fa9D3b93d0a6e6A45D6C6
SynthsXMR,0x7B29C9e188De18563B19d162374ce6836F31415a
SynthsXRP,0xe3D5E1c1bA874C0fF3BA31b999967F24d5ca04e5
SynthsXTZ,0x6F927644d55E32318629198081923894FbFe5c07
SynthsYFI,0x0F393ce493d8FB0b83915248a21a3104932ed97c
SystemSettings,0xD3C8d372bFCd36c2B452639a7ED6ef7dbFDC56F8
SystemStatus,0x1c86B3CDF2a60Ae3a574f7f71d44E2C50BDdB87E
TokenStateSynthetix,0x5b1b5fEa1b99D83aD479dF0C222F0492385381dD
TokenStateiAAVE,0xC43c0D8b2A3509d193974695568164C190af2AAF
TokenStateiADA,0xD636802A5b903b23726189D9B89daAD2750177FA
TokenStateiBNB,0xc4E4c442653fDC78A71401684fd6cF9d67B3B643
TokenStateiBTC,0xa1652766155D4Debc31D01BF3f748cB46508745b
TokenStateiCEX,0x3Fb1F228168432688b4E851Fe909907248cf9eCD
TokenStateiCOMP,0x673Be1f8b8e1F2AB64C475b44060EE39163423f0
TokenStateiDASH,0x01ADA1140cA795897c45016Dfd296382267b264a
TokenStateiDEFI,0x6E9BAC2827dBBa78D11b270115086CC357988928
TokenStateiDOT,0x41d85Df6513A86eb2eA186e2cf4ec0fE5dD16754
TokenStateiEOS,0x68a8b098967Ae077dcFf5cC8E29B7cb15f1A3cC8
TokenStateiETC,0x71892d13BA2b19f196760f619eE9C67534a49E37
TokenStateiETH,0x7b6ab32Ca02B31485fbf7265437c2853792CC5d9
TokenStateiLINK,0x3FdF819c3665D6866b5Bb0F56E1EDA0D7f69B714
TokenStateiLTC,0x7B1010586F923CbF61e7C314146853675705751F
TokenStateiOIL,0xF92BE89BF1aebA61AC48D90CF7C9Ac2b3616c4Da
TokenStateiREN,0x348C3c80c4F23574BC8cDF669A0Dc106a4E32BFf
TokenStateiTRX,0xd69EabdF940174cA571A6D71dde9B9A4dbCdBb0f
TokenStateiUNI,0x13caB49E4484C2E0624d2bdF3dADfAD43e5611f9
TokenStateiXMR,0xE20117888AB22ACF65b02C196A9f8423b502876c
TokenStateiXRP,0xa9d6aE0F9E9da6FFC357Cd155CCe18E3491e135D
TokenStateiXTZ,0xca0d3004f5E771A129fB94619f8867A23e8A23de
TokenStateiYFI,0x643088Ad7A6CEB1ec95be0E7B382438399CA8e7C
TokenStates1INCH,0xeD1EfD716C7E2e821BBD4EC1480D649df7fb2279
TokenStatesAAPL,0x830B48539D82a4D34dD670bfE163f9eF84B6c2f1
TokenStatesAAVE,0x9BcED8A8E3Ad81c9b146FFC880358f734A06f7c0
TokenStatesADA,0x9956c5019a24fbd5B506AD070b771577bAc5c343
TokenStatesAMZN,0xc341BD8d6BB064FdD94b5142513027A01c1716C9
TokenStatesAUD,0xCb29D2cf2C65d3Be1d00F07f3441390432D55203
TokenStatesBNB,0xf9bd94C6F93c1FA5F38174c5e424721e1046af07
TokenStatesBTC,0x4F6296455F8d754c19821cF1EC8FeBF2cD456E67
TokenStatesCEX,0xc5680d24C3086e10f618b5176A59E90D6284be9f
TokenStatesCHF,0x52496fE8a4feaEFe14d9433E00D48E6929c13deC
TokenStatesCOIN,0x102e541a34AA7e7205c32ddF58308395d733Ce1f
TokenStatesCOMP,0x5f298BD4391d32Af25368FA78dc210A56c7Ccc9c
